address,origin,subsystem,disposition,confidence,evidence_id
0x0045FBF6,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045FDAF,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0045FE47,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460028,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460163,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004601A1,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004601E8,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004603D0,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046041E,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046054E,library,CRT,exclude,high,crt-stricmp-wrapper-2026-09-14
0x004605B7,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460636,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460674,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046069E,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004606DF,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046074C,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046077D,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460798,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004607B9,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460817,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460845,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460872,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046095A,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460B90,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460C26,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460CEE,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460D10,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460D87,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460E41,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460EE4,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00460F76,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046105E,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461090,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004610A6,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004610F4,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461184,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461361,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004613E8,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046140C,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461565,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461695,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x004617E0,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461841,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461ADD,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461AF9,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461E83,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461ED0,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00461F31,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462107,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046218A,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462201,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462225,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462250,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x0046227B,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462301,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462327,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
0x00462371,unknown,,review,unknown,ghidra-12.1.3-initial-inventory
